ID,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,Expected Date,Groups With Access Code,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
7560,E85,Bosselman's Pump & Pantry #25,317 W State St,Albion,NE,68620,E,,Public - Credit card after hours,,,,,,,,,,200-8,41.6908159,-97.9999655,,,,FALSE,
7561,E85,Shell - Hartford Road Henny Penny,969 Route 85,Waterford,CT,6385,E,,Public,,,,,,,,,,200-8,41.3868385,-72.1590426,,,,FALSE,
7562,ELEC,Central Carolina Community College & Community Library,764 West St,Pittsboro,NC,27312,E,,Public,,,,,2,,,,,GPS,35.724183,-79.189641,,,,,J1772
7563,LPG,Ferrellgas,6903 Preston Rd,Owingsville,KY,40360,E,,Public - Call ahead,,,,,,,,,,200-8,38.0882056,-83.7513868,,,FALSE,,
7564,CNG,Schofield Barracks,2805 Duck Rd,Schofield Barracks,HI,96857,E,,Private - Government only,,,,,,,,,,GPS,21.481942,-158.049789,,HD,,,
7565,E85,NOCO Express #27,1555 N French Rd,Amherst,NY,14068,E,,Public,,,,,,,,,,200-8,43.037168,-78.8063478,,,,FALSE,
7566,ELEC,Andy Mohr of Avon,8867 E US Highway 36,Avon,IN,46123,E,,Public - Call ahead,,,,,1,,,,,200-8,39.7632749,-86.3644996,,,,,J1772
7567,ELEC,BRANDEIS,Loop Rd,Waltham,MA,2453,E,,Public,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.36442,-71.2599065,,,,,J1772
7568,E85,Liberty Square Station,1354 N Bird St,Sun Prairie,WI,53590,E,,Public,,,,,,,,,,200-8,43.200469,-89.22647,,,,FALSE,
7569,ELEC,United Nissan,3025 E Sahara Ave,Las Vegas,NV,89104,E,,Public - Call ahead,,,,,1,,,,,200-8,36.1432527,-115.1098509,,,,,J1772
7570,LPG,Conroe Independent School District,108 Gladstell St,Conroe,TX,77301,P,12/31/13,PLANNED - not yet accessible (Private),,,,,,,,,,200-8,30.29493,-95.4565,,,,,
7571,LPG,Thompson Gas,100 E Coosa St,Talladega,AL,35160,E,,Public - Call ahead,,,,,,,,,,200-8,33.4376861,-86.1028845,,,FALSE,,
7572,E85,Gateway Gas & Deli,8030 Douglas Ave SE,Snoqualmie,WA,98065,E,,Public - Credit card after hours,,,,,,,,,,200-8,47.528683,-121.875954,,,,FALSE,
7573,LPG,Cenex - Farmers Union Oil Co,230 North Dakota 15,Fessenden,ND,58438,E,,Public - Call ahead,,,,,,,,,,200-8,47.6459695,-99.6360319,,,FALSE,,
7574,ELEC,DTE Energy Allen Road Center ,17150 Allen Rd,Melvindale,MI,48122,E,,Private,,,,,1,,,,,GPS,42.292146,-83.178699,,,,,J1772
7575,ELEC,Hotel Modera,515 SW Clay,Portland,OR,97201,E,,Public,,,,,3,,,Blink Network,http://www.blinknetwork.com/,GPS,45.514061,-122.681065,,,,,J1772
7576,E85,Weber's of Plymouth,3250 County Rd PP,Plymouth,WI,53075,E,,Public,,,,,,,,,,GPS,43.73278,-87.941338,,,,FALSE,
7577,ELEC,McGavock Nissan Abilene,3500 S Clack St,Abilene,TX,79606,E,,Private,,,,,1,,,,,200-8,32.408654,-99.771637,,,,,J1772
7578,LPG,INDOT - Tipton Subdistrict,2152 W State Rd 28,Tipton,IN,46072,E,,Private,,,,,,,,,,200-8,40.2833604,-85.9730242,,,,,
7579,LPG,Veolia Environmental Services - Jacksonville,9850 Interstate Center Dr,Jacksonville,FL,32218,E,,Private,,,,,,,,,,200-8,30.416165,-81.659139,,,,,
7580,CNG,Clean Energy - Quarles,211 Maury St,Richmond,VA,23224,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,37.5225859,-77.433474,,HD,,,
7581,ELEC,Cracker Barrel 200 Tiftonia,50 Birmingham Hwy,Tiftonia,TN,37419,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.016373,-85.383585,,,,,J1772
7582,LPG,U-Haul,5631 US Highway 19,New Port Richey,FL,34652,E,,Public,,,,,,,,,,200-8,28.241383,-82.728523,,,TRUE,,
7583,ELEC,"Walgreens - Grayson, GA #7546",2075 Grayson Highway,Grayson,GA,30017,E,,Public - Card key at all times,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,33.893968,-83.957199,,,,,J1772
7584,ELEC,City of West Palm Beach - City Center Garage,401 Clematis St,West Palm Beach,FL,33401,E,,Private,,,,,1,,,,,200-8,26.7138996,-80.0542169,,,,,J1772
7585,LPG,Chief LP Gas Co,1580 Highway K25,Colby,KS,67701,E,,Public - Call ahead,,,,,,,,,,GPS,39.347868,-101.055065,,,FALSE,,
7586,LPG,White Mountain Oil & Propane,2820 White Mountain Hwy,North Conway,NH,3860,E,,Public,,,,,,,,,,200-8,44.0695203,-71.1430044,,,TRUE,,
7587,ELEC,Maui Electric Co,210 W Kamehameha Ave,Kahului,HI,96732,E,,Public,,,,,2,,,,,GPS,20.88534737,-156.4711,,,,,J1772
7588,ELEC,Nissan of Downtown Los Angeles,635 W Washington Blvd,Los Angeles,CA,90015,E,,Private,,,,,1,1,,,,200-8,34.0345547,-118.2723323,,,,,J1772 CHADEMO
7589,E85,Joe's Junction #9 - Phillips 66,2210 Kentucky Ave,Indianapolis,IN,46221,E,,Public,,,,,,,,,,200-8,39.735908,-86.199938,,,,FALSE,
7590,ELEC,John Lee Nissan,120 E 23rd St,Panama City,FL,32405,E,,Private,,,,,1,,,,,200-8,30.1895001,-85.6571926,,,,,J1772
7591,E85,Plainview - High Plains Cenex,445 N Wabasha,Plainview,MN,55964,E,,Public,,,,,,,,,,200-8,44.1695808,-92.1655988,,,,TRUE,
7592,ELEC,Tynan's Nissan,5811 S College Ave,Fort Collins,CO,80525,E,,Private,,,,,1,,,,,200-8,40.5055268,-105.0779497,,,,,J1772
7593,LPG,Van Dyke Gas Co,23823 Sherwood Rd,Center Line,MI,48015,E,,Public,,,,,,,,,,200-8,42.469314,-83.0369259,,,TRUE,,
7594,ELEC,Sansone's Route 1 Nissan,90 US Route 1,Avenel,NJ,7001,E,,Public - Call ahead,,,,,1,,,,,200-8,40.5923245,-74.2743493,,,,,J1772
7595,CNG,Clean Energy - Desert Hot Springs Mission Springs Water District,14501 Park Ln,Desert Hot Springs,CA,92240,E,,Public - Credit card at all times,,Q,3000,,,,,,,GPS,33.94317,-116.498,,MD,,,
7596,LPG,Arizona Propane,5246 NW Grand Ave,Glendale,AZ,85301,E,,Public,,,,,,,,,,200-8,33.527344,-112.170837,,,TRUE,,
7597,ELEC,"Two Lakeside Realty, LLC",2095 Lakeside Centre Way,Knoxville,TN,37922,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.860623,-84.064901,,,,,J1772
7598,CNG,Love's Country Store #260,5317 SE 44th St,Norman,OK,73072,E,,Public,,Q,3600,,,,,,,200-8,35.1821018,-97.5194136,,MD,,,
7599,E85,Marathon,22601 John R Rd,Hazel Park,MI,48030,E,,Public,,,,,,,,,,200-8,42.4597306,-83.1038439,,,,FALSE,
7600,ELEC,Fort Wayne Nissan,4909 Lima Rd,Fort Wayne,IN,46808,E,,Public - Call ahead,,,,,1,,,,,200-8,41.1218674,-85.1525225,,,,,J1772
7601,BD,Georgia Power,3610 Gentian Blvd,Columbus,GA,31907,E,,Private,B20,,,,,,,,,GPS,32.504668,-84.934532,,,,,
7602,CNG,Trillium HD - Rib Mountain Travel Center,4600 Rib Mountain Dr,Wausau,WI,54401,E,,Public - Credit card at all times,,Q,3600,,,,,,,200-8,44.914159,-89.650533,,HD,,,
7603,ELEC,Delivering Customer Happiness Honda of Oxnard,1450 Auto Center Dr,Oxnard,CA,93030,E,,Public,,,,,2,,,,,200-8,34.2278959,-119.1575092,,,,,J1772
7604,BD,US Postal Service - Manhattan Vehicle Maintenance Facility,201 11th Ave,New York,NY,10199,E,,Private - Government only,B20,,,,,,,,,200-8,40.7503026,-74.0062198,,,,,
7605,ELEC,Harvard Market,1401 Broadway,Seattle,WA,98122,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,47.613498,-122.320931,,,,,J1772
7606,ELEC,SWEDISH EDMONDS,21601 76th Ave W,Edmonds,WA,98026,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,47.803643,-122.3346037,,,,,NEMA520 J1772
7607,E85,Monroe County Regional Transportation,1157 Scottsville Rd,Rochester,NY,14624,E,,Private - Government only,,,,,,,,,,200-8,43.120818,-77.65186,,,,FALSE,
7608,ELEC,TARGET CORP,43950 Pacific Commons Blvd,Fremont,CA,94538,E,,Public,,,,,8,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.5031194,-121.9712734,,,,,J1772
7609,ELEC,OUC,201 S Rosalind Ave,Orlando,FL,32801,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,28.5392532,-81.3744659,,,,,NEMA520 J1772
7610,CNG,Rogue Valley Transportation District,3200 Crater Lake Ave,Medford,OR,97504,E,,Public,,Q,3000 3600,,,,,,,200-8,42.3637024,-122.8556042,,HD,,,
7611,E85,Speedway #7135,201 25th St,Cleveland,TN,37311,E,,Public,,,,,,,,,,200-8,35.1796138,-84.8680869,,,,FALSE,
7612,E85,Thorntons #611,2815 Lebanon Pike,Nashville,TN,37214,E,,Public,,,,,,,,,,200-8,36.1671456,-86.6623021,,,,FALSE,
7613,ELEC,Alamance Crossing - Tesla,1080 Piper Ln,Burlington,NC,27215,E,,Public,,,,,,8,,,,200-8,36.0695509,-79.511082,,,,,TESLA
7614,LNG,Clean Energy - Republic Waste Services of Southern California,1231 N Blue Gum St,Anaheim,CA,92806,E,,Private,,,,,,,,,,GPS,33.85197,-117.873,,HD,,,
7615,E85,Willis BP Amoco,103 S 8th St,Griffin,GA,30223,E,,Public,,,,,,,,,,200-8,33.2502016,-84.26545,,,,FALSE,
7616,ELEC,JP Motors,3675 Frontage Rd,Peru,IL,61354,E,,Public - Call ahead,,,,,1,,,,,200-8,41.3653071,-89.1573381,,,,,J1772
7617,E85,Potomac Sunoco,11355 Seven Locks Rd,Potomac,MD,20854,E,,Public,,,,,,,,,,200-8,39.0414066,-77.159179,,,,FALSE,
7618,E85,Hill Petroleum - Sinclair Oil,6301 W 58th Ave,Arvada,CO,80002,E,,Public,,,,,,,,,,GPS,39.8027,-105.0634,,,,FALSE,
7619,ELEC,Fontana Nissan,16444 S Highland Ave,Fontana,CA,92336,E,,Private,,,,,1,1,,,,200-8,34.135346,-117.445732,,,,,J1772 CHADEMO
7620,ELEC,WATERFORD GROUP,70 Constitution Ave,Concord,NH,3301,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,43.217799,-71.536406,,,,,NEMA520 J1772
7621,ELEC,DETROIT JATC,2277 E 11 Mile Rd,Warren,MI,48092,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.4919434,-83.0796967,,,,,NEMA520 J1772
7622,ELEC,HOLIDAY INN J,308 N Comrie Ave,Johnstown,NY,12095,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.0224088,-74.3602289,,,,,J1772
7623,BD,Cherokee County - North Carolina DOT,NC-141,Marble,NC,28905,E,,Private - Government only,B20,,,,,,,,,GPS,35.138558,-83.926775,,,,,
7624,ELEC,Vaden Nissan,10421 Abercorn St,Savannah,GA,31419,E,,Public - Call ahead,,,,,1,,,,,200-8,31.986944,-81.132912,,,,,J1772
7625,ELEC,FIRST STREET,201-299 S 1st St,St Charles,IL,60174,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.911543,-88.3138619,,,,,J1772
7626,LNG,Blu LNG - Maverick Travel Plaza,1445 S Gustin Rd,Salt Lake City,UT,84104,E,,Public - Credit card at all times,,,,,,,,,,GPS,40.740042,-111.984056,,HD,,,
7627,E85,Holiday Stationstore #368,1920 Highway 96 W,Arden Hills,MN,55112,E,,Public - Credit card at all times,,,,,,,,,,GPS,45.078411,-93.182761,,,,FALSE,
7628,ELEC,GRAND BLANC TWP,10482 S. Saginaw Rd & Interstate 75,Grand Blanc,MI,48439,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.8737373,-83.5957718,,,,,NEMA520 J1772
7629,ELEC,South Charlotte Nissan,9215 S Blvd,Charlotte,NC,28273,E,,Public - Call ahead,,,,,1,,,,,GPS,35.111292,-80.881867,,,,,J1772
7630,LPG,Guntown LP Gas Co,1073 CR 833,Guntown,MS,38849,E,,Public - Call ahead,,,,,,,,,,200-8,34.4583729,-88.681191,,,FALSE,,
7631,BD,Naval Station Norfolk,Bellinger Blvd,Norfolk,VA,23511,E,,Private - Government only,B20,,,,,,,,,GPS,36.111869,-76.279872,,,,,
7632,E85,Schild's IGA Supercenter,171 Milan Ave,Norwalk,OH,44857,E,,Public,,,,,,,,,,200-8,41.255088,-82.6122929,,,,FALSE,
7633,CNG,City of Covina - City Corporate Yard,534 N Barranca Ave,Covina,CA,91723,E,,Public - Credit card at all times,,Q,3000 3600,,,,,,,200-8,34.0912461,-117.881311,,HD,,,
7634,ELEC,CITY OF REDWOOD,1120 Roosevelt Ave,Redwood City,CA,94061,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.472014,-122.2355344,,,,,NEMA520 J1772
7635,ELEC,Heritage Center,123 Cromwell Drive,Townsend,TN,37882,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,35.677511,-83.722286,,,,,J1772
7636,ELEC,Imperial Parking - Beam Charging,100 W 89th St,New York,NY,10024,E,,Public,,,,,2,,,,,200-8,40.7884204,-73.9710821,,,,,J1772
7637,E85,Family Express - La Porte Pine Lake,1209 Pine Lake Ave,La Porte,IN,46350,E,,Public,,,,,,,,,,200-8,41.6321763,-86.7393603,,,,FALSE,
7638,ELEC,Hines,300 Capitol Mall,Sacramento,CA,95814,E,,Public,,,,,2,,,,,200-8,38.578688,-121.503775,,,,,J1772
7639,ELEC,SHA - Hartford County,1400 Belcamp Road,Belcamp,MD,21017,E,,Public,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.483421,-76.247386,,,,,J1772
7640,ELEC,Westar Energy - Topeka General Office,818 S Kansas Ave,Topeka,KS,66612,E,,Public,,,,,1,,,,,200-8,39.047994,-95.674342,,,,,J1772
7641,CNG,PG&E Florin-Perkins Service Center,5555 Florin-Perkins Rd,Sacramento,CA,95826,E,,Public - Card key at all times,,Q,3000 3600,,,,,,,200-8,38.526126,-121.388521,,HD,,,
7642,ELEC,Ted Russell Nissan,8565 Kingston Pike,Knoxville,TN,37919,E,,Private,,,,,1,,,,,200-8,35.920522,-84.068664,,,,,J1772
7643,LPG,Superior Gas,8561 US Highway 231,Wetumpka,AL,36092,E,,Public - Call ahead,,,,,,,,,,200-8,32.5598441,-86.191137,,,FALSE,,
7644,E85,Break Time Convenience Store #3024,4 Business Loop 70 E,Columbia,MO,65203,E,,Public - Credit card after hours,,,,,,,,,,200-8,38.9650941,-92.3383007,,,,TRUE,
7645,ELEC,University of California San Diego - GE,9500 Gilman Dr,La Jolla,CA,92093,E,,Private,,,,,2,,,,,200-8,32.8754964,-117.2383261,,,,,J1772
7646,E85,SuperAmerica #4211,1221 E County Rd 42,Burnsville,MN,55306,E,,Public,,,,,,,,,,200-8,44.735979,-93.257685,,,,FALSE,
7647,ELEC,San Mateo Electrical Joint Apprenticeship Training Committee,625 Industrial Rd,San Carlos,CA,94070,E,,Public,,,,,2,,,,,200-8,37.5105267,-122.2546362,,,,,J1772
7648,E85,Pilot Travel Center #219,7210 Strawberry Plains Pike,Knoxville,TN,37914,E,,Public,,,,,,,,,,200-8,35.999251,-83.777053,,,,FALSE,
7649,E85,Shell,5864 Highland Rd,Waterford,MI,48327,E,,Public,,,,,,,,,,200-8,42.6599361,-83.4042657,,,,FALSE,
7650,LPG,U-Haul,2000 W Lower Colfax Ave,Denver,CO,80204,E,,Public,,,,,,,,,,200-8,39.7398143,-105.0159388,,,TRUE,,
7651,E85,Dixon Marathon - Royal Smoke Shop,315 W Everett St,Dixon,IL,61021,E,,Public,,,,,,,,,,200-8,41.8478686,-89.4881827,,,,FALSE,
7652,ELEC,Action Nissan,307 Thompson Ln,Nashville,TN,37211,E,,Public - Call ahead,,,,,1,,,,,200-8,36.1107539,-86.7436289,,,,,J1772
7653,LPG,Gene Harris Petroleum Inc,12901 South Fwy,Burleson,TX,76028,E,,Public,,,,,,,,,,200-8,32.5698224,-97.3173924,,,TRUE,,
7654,ELEC,Connecticut Insurance Exchange of Southington,1133 Meriden-Waterbury Tpke,Plantsville,CT,6479,E,,Public,,,,,1,,,,,GPS,41.564358,-72.88305,,,,,J1772
7655,CNG,Clean Energy - Seal Beach,3101 N Gate Rd,Seal Beach,CA,90740,E,,Public - Credit card at all times,,Q,3600,,,,,,,GPS,33.773534,-118.077463,,LD,,,
7656,CNG,New York State Office of Parks - Recreation and Historic Preservation,Jones Beach State Park,Wantagh,NY,11793,T,,TEMPORARILY UNAVAILABLE (Private - Government only),,Q,3000 3600,,,,,,,GPS,40.600606,-73.515533,,MD,,,
7657,ELEC,350GREEN,3320 Chino Hills Pkwy,Chino Hills,CA,91709,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.9825674,-117.7320794,,,,,J1772
7658,CNG,Athens Vincent - Irwindale,5355 Vincent Ave,Irwindale,CA,91746,P,6/15/14,PLANNED - not yet accessible (Private - Fleet customers only),,T,3600,,,,,,,200-8,34.110011,-117.926466,,MD,,,
7659,ELEC,Salem - Chemeketa Parkade,338 Commercial St NE,Salem,OR,97301,E,,Public,,,,,4,,,Blink Network,http://www.blinknetwork.com/,GPS,44.943225,-123.039008,,,,,J1772
7660,LPG,Mass Transit Authority Alternative Fuel Facility,5051 S Dort Hwy,Flint,MI,48507,E,,Private,,,,,,,,,,200-8,42.957389,-83.6500949,,,FALSE,,
7661,ELEC,Joe Hall Nissan,1617 21st St,Lewiston,ID,83501,E,,Public - Call ahead,,,,,1,,,,,200-8,46.403536,-117.000421,,,,,J1772
7662,ELEC,Performance Nissan,1434 Buena Vista St,Duarte,CA,91010,E,,Private,,,,,1,,,,,200-8,34.1367157,-117.9775409,,,,,J1772
7663,ELEC,Bill Robertson Nissan,928 N 28th Ave,Pasco,WA,99301,E,,Private,,,,,1,,,,,200-8,46.2359296,-119.1279814,,,,,J1772
7664,E85,Lac Qui Parle Co-op Oil,127 S 8th Ave,Madison,MN,56256,E,,Public - Credit card after hours,,,,,,,,,,200-8,45.0100109,-96.1960812,,,,FALSE,
7665,CNG,National Energy Technology Laboratory,626 Cochrans Mill Rd,Pittsburgh,PA,15236,E,,Private,,Q,3600,,,,,,,GPS,40.30129,-79.9802,,HD,,,
7666,ELEC,960 SAN ANTONIO,960 San Antonio Rd,Palo Alto,CA,94303,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.4241409,-122.1009216,,,,,J1772
7667,ELEC,Cisco RTP 11,7200-11 Kit Creek Rd,Research Triangle Park,NC,27709,E,,Public - Card key at all times,,,,,2,,,SemaCharge Network,http://www.semacharge.com/,GPS,35.8604416,-78.8812554,,,,,J1772
7668,E85,Stratton Equity Co-op,515 Lincoln St,Burlington,CO,80807,E,,Public - Credit card after hours,,,,,,,,,,200-8,39.305875,-102.2787867,,,,TRUE,
7669,ELEC,DUKE ENERGY,16788 Clover Rd,Noblesville,IN,46060,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.033007,-85.995982,,,,,J1772
7670,ELEC,CITY OF ST PETE,747 6th Ave S,St Petersburg,FL,33701,E,,Public,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,27.7643013,-82.644516,,,,,NEMA520 J1772
7671,LPG,Williams LP Gas Inc,4031 SW FL-121,Lake Butler,FL,32054,E,,Public - Call ahead,,,,,,,,,,200-8,30.0177389,-82.3496542,,,FALSE,,
7672,ELEC,LENKIN CO 1050K,1050 K St NW,Washington,DC,20001,E,,Public,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.9023907,-77.0269706,,,,,NEMA520 J1772
7673,ELEC,Hudson Valley Community College - TEC-SMART Building,345 Hermes Rd,Malta,NY,12020,E,,Public,,,,1,,,,,,GPS,42.97167,-73.774182,,,,,NEMA520
7674,ELEC,Orange County Nissan - Irvine,30 Auto Center Dr,Irvine,CA,92618,E,,Private,,,,,1,,,,,200-8,33.632586,-117.723353,,,,,J1772
7675,LPG,U-Haul,4549 Guide Meridian Rd,Bellingham,WA,98226,E,,Public,,,,,,,,,,GPS,48.8060172,-122.4860396,,,TRUE,,
7676,ELEC,Legacy Mount Hood Medical Center,24800 SE Stark St,Gresham,OR,97030,E,,Public,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,45.516397,-122.408423,,,,,J1772
7677,ELEC,"HILLSBORO, OR",253 SE 8th Ave,Hillsboro,OR,97123,E,,Public,,,,13,13,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,45.5204425,-122.978088,,,,,NEMA520 J1772
7678,BD,Nevada National Security Site,Mercury Hwy & Ranger Ave,Mercury,NV,89023,E,,Private - Government only,B20,,,,,,,,,GPS,36.659585,-115.990117,,,,,
7679,ELEC,Chesapeake Building,3115 Chesapeake Building,College Park,MD,20742,E,,Public,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,38.998001,-76.941887,,,,,J1772
7680,ELEC,eVgo - City Center DC,870 9th St NW,Washington,DC,20001,E,,Public - Card key at all times,,,,1,1,1,,eVgo Network,https://www.evgonetwork.com/,GPS,38.900089,-77.024075,,,,,CHADEMO NEMA520 J1772
7681,E85,Fast Stop Express,1641 S Sleezer Home Rd,Freeport,IL,61032,E,,Public - Credit card at all times,,,,,,,,,,200-8,42.281064,-89.6090819,,,,TRUE,
7682,E85,Exxon Mobil,1699 Landmeier Rd,Elk Grove Village,IL,60007,E,,Public,,,,,,,,,,200-8,42.0110699,-87.960221,,,,FALSE,
7683,ELEC,CARCHARGING,4651 W Kennedy Blvd,Tampa,FL,33609,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,27.9453506,-82.5237045,,,,,J1772
7684,ELEC,SALEM,10 Congress St,Salem,MA,1970,E,,Public,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.5198181,-70.8898743,,,,,NEMA520 J1772
7685,ELEC,Gerald Nissan of North Aurora,213 Hansen Blvd,North Aurora,IL,60542,E,,Private,,,,,1,,,,,200-8,41.798316,-88.371461,,,,,J1772
7686,LPG,Dale's Propane,836 N Lawson Blvd,Clayton,OK,74536,E,,Public - Call ahead,,,,,,,,,,GPS,34.5956,-95.3458,,,TRUE,,
7687,E85,Propel Fuels - 76,1002 N 1st St,San Jose,CA,95112,E,,Public - Credit card at all times,,,,,,,,,,200-8,37.3552481,-121.9047025,,,,FALSE,
7688,ELEC,United Teen Equality Center,34 Hurd St,Lowell,MA,1852,E,,Public,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.6428548,-71.3076919,,,,,J1772
7689,ELEC,Campus Auto,1208 N Main St,Blacksburg,VA,24060,E,,Public,,,,,2,,,,,200-8,37.2421,-80.4171,,,,,J1772
7690,CNG,Santa Cruz County,691 Ocean St,Santa Cruz,CA,95060,E,,Private - Fleet customers only,,Q,3000,,,,,,,GPS,36.97846603,-122.0222626,,LD,,,
7691,ELEC,Seattle City Light,500 Newhalem St,Rockport,WA,98283,E,,Private,,,,,4,,,,,200-8,48.6735949,-121.2620304,,,,,J1772
7692,ELEC,Oxygenics,3700 Barron Way,Reno,NV,89511,E,,Public,,,,,4,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.469347,-119.763042,,,,,J1772
7693,BD,Mount Rainier National Park,Highway 706 E,Longmire,WA,98397,E,,Private - Government only,B20,,,,,,,,,GPS,46.748823,-121.810194,,,,,
7694,ELEC,Purdue University - Northwestern Parking Garage,460 Northwestern Ave,West Lafayette,IN,47907,E,,Public,,,,,1,,,,,GPS,40.4296753,-86.9120266,,,,,J1772
7695,LPG,Ferrellgas,1 E Jackson,Chillicothe,MO,64601,E,,Public - Call ahead,,,,,,,,,,200-8,39.7934876,-93.5429392,,,FALSE,,
7696,ELEC,Rio Vista City Hall,1 Main St,Rio Vista,CA,94571,E,,Public,,,,1,1,,1 SP Inductive,,,GPS,38.15485,-121.69,,,,,NEMA515 J1772
7697,LPG,AmeriGas,5851 Route 219,Falls Creek,PA,15840,E,,Public - Call ahead,,,,,,,,,,GPS,41.179933,-78.779025,,,TRUE,,
7698,ELEC,SEARS - Store #1099,1701 S 320TH ST,FEDERAL WAY,WA,98003,E,,Public,,,,,3,,,Blink Network,http://www.blinknetwork.com/,GPS,47.315091,-122.312091,,,,,J1772
7699,E85,Fast Stop,11109 Old Highway 50,Flora,IL,62839,E,,Public,,,,,,,,,,GPS,38.672436,-88.4433,,,,FALSE,
7700,ELEC,SECOND & STATE,409-477 N 2nd St,Harrisburg,PA,17101,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.2629509,-76.8866196,,,,,J1772
7701,LNG,Clean Energy - Apple Valley Walmart,21101 Johnson Rd,Apple Valley,CA,92307,E,,Private,,,,,,,,,,200-8,34.597344,-117.197589,,HD,,,
7702,LPG,Rural Gas Inc,201 North M St,Belleville,KS,66935,E,,Public,,,,,,,,,,200-8,39.8376316,-97.6310709,,,FALSE,,
7703,ELEC,Ballard Market,1400 NW 56th St,Seattle,WA,98107,E,,Public,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,47.669577,-122.374434,,,,,J1772
7704,E85,Cubby's Food Store,601 S 13th St,Omaha,NE,68102,E,,Public,,,,,,,,,,200-8,41.2544027,-95.9332248,,,,FALSE,
7705,ELEC,Hubler Nissan,8435 US Highway 31,Indianapolis,IN,46227,E,,Public - Call ahead,,,,,1,,,,,200-8,39.644784,-86.131807,,,,,J1772
7706,LPG,U-Haul,6104 State Route 14,Ravenna,OH,44266,E,,Public,,,,,,,,,,200-8,41.1555905,-81.2177612,,,TRUE,,
7707,ELEC,SANCHEZ STREET,1067 Sanchez St,San Francisco,CA,94114,E,,Public,,,,,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.7520713,-122.4295259,,,,,J1772
7708,E85,Hy-Vee,1421 1st Ave E,Newton,IA,50208,E,,Public - Credit card after hours,,,,,,,,,,200-8,41.6991424,-93.03486,,,,FALSE,
7709,ELEC,McKinnon Nissan,235 County Rd 450,Clanton,AL,35046,E,,Private,,,,,1,,,,,GPS,32.888783,-86.622664,,,,,J1772
7710,E85,Speedway #3323,1442 N Cassady Ave,Columbus,OH,43219,E,,Public,,,,,,,,,,200-8,40.000273,-82.929404,,,,FALSE,
7711,LPG,Automatic Gas Co,17899 I-20 S Service Rd,Canton,TX,75103,E,,Public,,,,,,,,,,GPS,32.58226,-95.8661,,,TRUE,,
7712,ELEC,Georgia Power Headquarters - Visitor Parking,241 Ralph McGill Blvd NE,Atlanta,GA,30308,E,,Public,,,,,2,,,,,GPS,33.763819,-84.38023,,,,,J1772
7713,E85,Stripes Store #1028,535 FM 2977,Rosenberg,TX,77469,E,,Public,,,,,,,,,,200-8,29.5391378,-95.7446648,,,,FALSE,
7714,ELEC,Tustin Nissan,30 Auto Center Dr,Tustin,CA,92782,E,,Private,,,,,1,,,,,200-8,33.72487,-117.79895,,,,,J1772
